id	file	sub	age	sex	item	trial	setting	F0_Hz	F1_Hz	F2_Hz	F3_Hz
1455	d245	d245	NA	female	böten	NA	NA	NA	398.244	1611.783	NA
1456	d245	d245	NA	female	botten	NA	NA	NA	706.962	1572.481	NA
1457	d245	d245	NA	female	botten	NA	NA	NA	680.733	1734.31	NA
1458	d245	d245	NA	female	botten	NA	NA	NA	818.618	1716.498	NA
1459	d245	d245	NA	female	buhten	NA	NA	NA	677.337	1721.614	NA
1460	d245	d245	NA	female	buhten	NA	NA	NA	676.662	1686.384	NA
1461	d245	d245	NA	female	buhten	NA	NA	NA	323.52	1002.428	NA
1462	d245	d245	NA	female	butten	NA	NA	NA	949.438	1757.739	NA
1463	d245	d245	NA	female	butten	NA	NA	NA	662.805	1566.356	NA
1464	d245	d245	NA	female	butten	NA	NA	NA	949.023	1862.067	NA
1465	d245	d245	NA	female	butten	NA	NA	NA	877.145	1866.47	NA
1466	d245	d245	NA	female	fallen	NA	NA	NA	553.758	1672.566	NA
1467	d245	d245	NA	female	fallen	NA	NA	NA	278.02	1347.37	NA
1468	d245	d245	NA	female	fallen	NA	NA	NA	476.593	905.001	NA
1469	d245	d245	NA	female	fühlen	NA	NA	NA	387.354	1811.965	NA
1470	d245	d245	NA	female	fühlen	NA	NA	NA	324.599	1895.448	NA
1471	d245	d245	NA	female	fühlen	NA	NA	NA	358.415	1884.455	NA
1472	d245	d245	NA	female	füllen	NA	NA	NA	392.694	1949.276	NA
1473	d245	d245	NA	female	füllen	NA	NA	NA	380.083	2004.358	NA
1474	d245	d245	NA	female	füllen	NA	NA	NA	399.456	1630.839	NA
1475	d245	d245	NA	female	völlen	NA	NA	NA	341.422	1173.944	NA
1476	d245	d245	NA	female	völlen	NA	NA	NA	338.445	1111.409	NA
1477	d245	d245	NA	female	völlen	NA	NA	NA	465.591	1246.623	NA
1478	d246	d246	NA	male	baten	NA	NA	NA	811.336	1319.79	NA
1479	d246	d246	NA	male	baten	NA	NA	NA	804.67	1209.839	NA
1480	d246	d246	NA	male	baten	NA	NA	NA	806.975	1320.092	NA
1481	d246	d246	NA	male	beten	NA	NA	NA	346.538	2216.676	NA
1482	d246	d246	NA	male	beten	NA	NA	NA	344.996	2528.134	NA
1483	d246	d246	NA	male	beten	NA	NA	NA	332.645	1581.522	NA
1484	d246	d246	NA	male	betten	NA	NA	NA	586.279	1965.134	NA
1485	d246	d246	NA	male	betten	NA	NA	NA	534.235	1711.715	NA
1486	d246	d246	NA	male	betten	NA	NA	NA	586.755	1990.418	NA
1487	d246	d246	NA	male	bieten	NA	NA	NA	224.272	1474.124	NA
1488	d246	d246	NA	male	bieten	NA	NA	NA	249.532	1543.644	NA
1489	d246	d246	NA	male	bieten	NA	NA	NA	279.448	2762.358	NA
1490	d246	d246	NA	male	bitten	NA	NA	NA	354.646	2047.055	NA
1491	d246	d246	NA	male	bitten	NA	NA	NA	366.485	2144.647	NA
1492	d246	d246	NA	male	bitten	NA	NA	NA	361.142	2107.6	NA
1493	d246	d246	NA	male	boten	NA	NA	NA	408.802	756.991	NA
1494	d246	d246	NA	male	boten	NA	NA	NA	371.336	718.489	NA
1495	d246	d246	NA	male	boten	NA	NA	NA	363.154	726.883	NA
1496	d246	d246	NA	male	böten	NA	NA	NA	358.954	1600.489	NA
1497	d246	d246	NA	male	böten	NA	NA	NA	339.883	1696.709	NA
1498	d246	d246	NA	male	böten	NA	NA	NA	358.37	1676.427	NA
1499	d246	d246	NA	male	botten	NA	NA	NA	537.346	885.407	NA
1500	d246	d246	NA	male	botten	NA	NA	NA	500.677	881.05	NA
1501	d246	d246	NA	male	botten	NA	NA	NA	498.639	818.926	NA
1502	d246	d246	NA	male	buhten	NA	NA	NA	339.646	578.458	NA
1503	d246	d246	NA	male	buhten	NA	NA	NA	338.491	704.375	NA
1504	d246	d246	NA	male	buhten	NA	NA	NA	289.14	1036.709	NA
1505	d246	d246	NA	male	butten	NA	NA	NA	362.645	822.237	NA
1506	d246	d246	NA	male	butten	NA	NA	NA	427.7	880.387	NA
1507	d246	d246	NA	male	butten	NA	NA	NA	384.839	798.664	NA
1508	d246	d246	NA	male	fallen	NA	NA	NA	782.835	1413.143	NA
1509	d246	d246	NA	male	fallen	NA	NA	NA	811.029	1287.45	NA
1510	d246	d246	NA	male	fallen	NA	NA	NA	804.283	1424.23	NA
1511	d246	d246	NA	male	fühlen	NA	NA	NA	253.359	1723.443	NA
1512	d246	d246	NA	male	fühlen	NA	NA	NA	290.783	1692.83	NA
1513	d246	d246	NA	male	fühlen	NA	NA	NA	275.066	1690.705	NA
1514	d246	d246	NA	male	füllen	NA	NA	NA	286.911	1611.688	NA
1515	d246	d246	NA	male	füllen	NA	NA	NA	265.183	1657.491	NA
1516	d246	d246	NA	male	füllen	NA	NA	NA	278.273	1729.173	NA
1517	d246	d246	NA	male	völlen	NA	NA	NA	476.507	1684.889	NA
1518	d246	d246	NA	male	völlen	NA	NA	NA	500.491	1588.667	NA
1519	d246	d246	NA	male	völlen	NA	NA	NA	563.328	1667.573	NA
1562	d260	d260	NA	female	baten	NA	NA	NA	586.967	1552.803	NA
1563	d260	d260	NA	female	baten	NA	NA	NA	692.828	1500.207	NA
1564	d260	d260	NA	female	baten	NA	NA	NA	871.801	1580.227	NA
1565	d260	d260	NA	female	beten	NA	NA	NA	496.841	1719.641	NA
1566	d260	d260	NA	female	beten	NA	NA	NA	885.477	2004.507	NA
1567	d260	d260	NA	female	beten	NA	NA	NA	533.275	1586.255	NA
1568	d260	d260	NA	female	betten	NA	NA	NA	655.28	1711.442	NA
1569	d260	d260	NA	female	betten	NA	NA	NA	639.962	1650.764	NA
1570	d260	d260	NA	female	betten	NA	NA	NA	515.195	1650.956	NA
1571	d260	d260	NA	female	bieten	NA	NA	NA	331.215	1819.545	NA
1572	d260	d260	NA	female	bieten	NA	NA	NA	917.242	1998.884	NA
1573	d260	d260	NA	female	bieten	NA	NA	NA	1301.907	2583.349	NA
1574	d260	d260	NA	female	bitten	NA	NA	NA	875.83	1780.449	NA
1575	d260	d260	NA	female	bitten	NA	NA	NA	617.999	1638.662	NA
1576	d260	d260	NA	female	bitten	NA	NA	NA	759.432	1650.371	NA
1577	d260	d260	NA	female	boten	NA	NA	NA	770.106	1654.062	NA
1578	d260	d260	NA	female	boten	NA	NA	NA	492.013	1782.369	NA
1579	d260	d260	NA	female	boten	NA	NA	NA	618.909	1486.385	NA
1580	d260	d260	NA	female	böten	NA	NA	NA	1223.953	2498.806	NA
1581	d260	d260	NA	female	böten	NA	NA	NA	891.991	2279.995	NA
1582	d260	d260	NA	female	böten	NA	NA	NA	1113.504	2529.836	NA
1583	d260	d260	NA	female	botten	NA	NA	NA	325.67	1396.538	NA
1584	d260	d260	NA	female	botten	NA	NA	NA	581.192	1291.168	NA
1585	d260	d260	NA	female	botten	NA	NA	NA	708.586	1680.399	NA
1586	d260	d260	NA	female	buhten	NA	NA	NA	818.996	1945.991	NA
1587	d260	d260	NA	female	buhten	NA	NA	NA	887.807	1884.691	NA
1588	d260	d260	NA	female	buhten	NA	NA	NA	889.832	2248.512	NA
1589	d260	d260	NA	female	butten	NA	NA	NA	310.505	1206.242	NA
1590	d260	d260	NA	female	butten	NA	NA	NA	591.008	1588.952	NA
1591	d260	d260	NA	female	butten	NA	NA	NA	788.918	1690.714	NA
1592	d260	d260	NA	female	fallen	NA	NA	NA	365.004	1849.847	NA
1593	d260	d260	NA	female	fallen	NA	NA	NA	660.671	1800.946	NA
1594	d260	d260	NA	female	fallen	NA	NA	NA	496.712	1703.438	NA
1595	d260	d260	NA	female	fühlen	NA	NA	NA	338.844	1902.769	NA
1596	d260	d260	NA	female	fühlen	NA	NA	NA	386.237	1586.341	NA
1597	d260	d260	NA	female	fühlen	NA	NA	NA	419.48	1913.298	NA
1598	d260	d260	NA	female	füllen	NA	NA	NA	649.474	1688.434	NA
1599	d260	d260	NA	female	füllen	NA	NA	NA	433.778	1697.013	NA
1600	d260	d260	NA	female	füllen	NA	NA	NA	716.385	1894.456	NA
1601	d260	d260	NA	female	völlen	NA	NA	NA	650.277	1794.455	NA
1602	d260	d260	NA	female	völlen	NA	NA	NA	561.782	1691.702	NA
1603	d260	d260	NA	female	völlen	NA	NA	NA	589.836	1706.492	NA
